#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
メルホアトロンコ,0,1,2,0,1,3,0,12,62,0,1,1,0,0,採取,2,,,,,,,,,ドスビスカス,1,ライトクリスタル,1,不死虫,5,ツタの葉,3
メルホアシュタム,0,2,2,0,1,3,0,6,31,0,1,1,0,0,採取,2,,,,,,,,,ドスビスカス,1,ライトクリスタル,1,不死虫,5,ツタの葉,3
マカルパペプラム,0,1,2,1,1,2,0,14,64,1,2,-2,0,0,効果持続,2,調合成功率,2,,,,,,,春夜鯉,1,砂竜の鱗,4,ハレツアロワナ,10,調合書①入門編,1
マカルパエカイユ,0,2,2,1,1,2,0,7,32,1,3,-2,0,0,効果持続,2,調合成功率,2,,,,,,,春夜鯉,1,砂竜の鱗,4,ハレツアロワナ,10,調合書①入門編,1
ビストロスーツ,0,1,2,1,2,3,0,12,62,3,1,0,2,0,食事,2,回復量,-1,,,,,,,ビストロチケット,1,ブヨブヨした皮,3,ホットミート,10,,
ビストロベスト,0,2,2,1,2,3,0,6,31,4,1,0,3,0,食事,2,回復量,-1,,,,,,,ビストロチケット,1,ブヨブヨした皮,3,ホットミート,10,,
オウビートペット,1,1,2,2,2,4,0,18,68,2,-2,2,-2,3,体術,1,,,,,,,,,オオツノアゲハ,1,ベアライト石,1,キラビートル,5,毒袋,2
オウビートペクトス,1,2,2,2,2,4,0,9,34,3,-2,2,-2,4,体術,1,,,,,,,,,オオツノアゲハ,1,ベアライト石,1,キラビートル,5,毒袋,2
パピメルペット,2,1,2,2,2,4,0,18,68,2,-2,2,-2,3,体術,1,,,,,,,,,オオツノアゲハ,1,ベアライト石,1,キラビートル,5,毒袋,2
パピメルペクトス,2,2,2,2,2,4,0,9,34,3,-2,2,-2,4,体術,1,,,,,,,,,オオツノアゲハ,1,ベアライト石,1,キラビートル,5,毒袋,2
デスギアムスケル,0,1,2,1,2,3,0,16,66,2,1,1,-1,0,龍属性攻撃,3,,,,,,,,,禍々しい布,1,イーオスの紫鱗,3,なぞの頭骨,3,セッチャクロアリ,2
デスギアケミュート,0,2,2,1,2,3,0,8,33,3,1,1,-1,0,龍属性攻撃,3,,,,,,,,,禍々しい布,1,イーオスの紫鱗,3,なぞの頭骨,3,セッチャクロアリ,2
どんぐりメイル,0,1,2,0,2,3,0,16,66,2,2,0,-2,0,采配,4,砲術,3,,,,,,,オトモチケット,1,ベアライト石,4,カクサンの実,5,マタタビ,5
どんぐりレジスト,0,2,2,0,2,3,0,8,33,3,3,0,-2,0,砲術,3,采配,3,,,,,,,オトモチケット,1,ベアライト石,4,カクサンの実,5,マタタビ,5
マギュルトロンコ,1,1,2,0,2,3,0,14,64,-3,1,0,2,0,溜め短縮,3,火属性攻撃,2,体術,-3,,,,,ペピポパンプキン,1,アルビノエキス,2,カクサンの実,10,落陽草の根,10
マギュルシュタム,1,2,2,0,2,3,0,7,32,-3,2,0,3,0,溜め短縮,3,火属性攻撃,2,体術,-3,,,,,ペピポパンプキン,1,アルビノエキス,2,カクサンの実,10,落陽草の根,10
エーデルトロンコ,0,1,2,0,1,3,0,14,64,-1,3,-1,0,0,広域,3,,,,,,,,,星見の花,1,水袋,1,ネンチャク草,8,ユクモの木,1
エーデルシュタム,0,2,2,0,1,3,0,7,32,-1,4,-1,0,0,広域,3,,,,,,,,,星見の花,1,水袋,1,ネンチャク草,8,ユクモの木,1
スカルダペット,1,1,2,0,1,1,0,18,68,3,-1,-1,-1,3,達人,5,,,,,,,,,毒クモリ,1,ランゴスタの羽,3,毒袋,2,キラビートル,3
スカルダペクトス,1,2,2,0,1,1,0,9,34,4,-1,-1,-1,3,達人,5,,,,,,,,,毒クモリ,1,ランゴスタの羽,3,毒袋,2,キラビートル,3
スパイオペット,2,1,2,0,1,1,0,18,68,3,-1,-1,-1,3,達人,5,,,,,,,,,毒クモリ,1,ランゴスタの羽,3,毒袋,2,キラビートル,3
スパイオペクトス,2,2,2,0,1,1,0,9,34,4,-1,-1,-1,3,達人,5,,,,,,,,,毒クモリ,1,ランゴスタの羽,3,毒袋,2,キラビートル,3
ドロスメイル,0,1,2,0,1,2,0,12,62,-2,4,-1,0,0,節食,3,,,,,,,,,水生獣の皮,4,未熟な海綿質,3,暖かい毛皮,3,セッチャクロアリ,3
ドロスレジスト,0,2,2,0,1,2,0,6,31,-2,5,-1,0,0,節食,3,,,,,,,,,水生獣の皮,4,未熟な海綿質,3,暖かい毛皮,3,セッチャクロアリ,3
コトルメイル,0,1,2,1,3,4,0,14,64,4,-2,0,-1,0,ガード強化,3,,,,,,,,,溶岩獣の鱗,4,ドラグライト鉱石,2,キラビートル,5,暖かい毛皮,2
コトルレジスト,0,2,2,1,3,4,0,7,32,5,-2,0,-1,0,変則射撃,3,,,,,,,,,溶岩獣の鱗,4,ドラグライト鉱石,2,キラビートル,5,暖かい毛皮,2
ムーファスーツ,0,1,2,0,1,3,0,14,64,-1,0,2,3,0,耐寒,3,雷属性攻撃,2,,,,,,,雲羊鹿の角,1,雲羊鹿の毛玉,2,とがった牙,3,,
ムーファジャケット,0,2,2,0,1,3,0,7,32,-1,0,3,4,0,耐寒,3,雷属性攻撃,2,,,,,,,雲羊鹿の角,1,雲羊鹿の毛玉,2,とがった牙,3,,
ランポスーツボディ,0,1,2,0,3,4,0,10,60,1,2,1,1,1,運気,2,加護,-2,,,,,,,ランポスの大皮,4,ドラグライト鉱石,2,鳥竜種の牙,4,盾虫の甲殻,3
ランポスーツウェア,0,2,2,0,3,4,0,5,30,1,3,1,1,1,運気,1,加護,-2,,,,,,,ランポスの大皮,4,ドラグライト鉱石,2,鳥竜種の牙,4,盾虫の甲殻,3
ゲネポスーツボディ,0,1,2,0,3,4,0,10,60,1,1,2,1,1,運気,2,加護,-2,,,,,,,ゲネポスの大皮,4,ドスヘラクレス,2,ゲネポスの麻痺牙,4,砂竜のヒレ,2
ゲネポスーツウェア,0,2,2,0,3,4,0,5,30,1,1,3,1,1,運気,1,加護,-2,,,,,,,ゲネポスの大皮,4,ドスヘラクレス,2,ゲネポスの麻痺牙,4,砂竜のヒレ,2
イーオスーツボディ,0,1,2,0,3,4,0,10,60,2,1,1,1,1,運気,2,加護,-2,,,,,,,イーオスの大皮,4,溶岩獣の鱗,2,イーオスの毒牙,4,縞模様の皮,3
イーオスーツウェア,0,2,2,0,3,4,0,5,30,3,1,1,1,1,運気,1,加護,-2,,,,,,,イーオスの大皮,4,溶岩獣の鱗,2,イーオスの毒牙,4,縞模様の皮,3
ガブラスーツボディ,0,1,2,0,3,4,0,10,60,1,1,1,1,2,運気,2,加護,-2,,,,,,,翼蛇竜の皮,4,セッチャクロアリ,4,ドラグライト鉱石,2,竜骨【中】,1
ガブラスーツウェア,0,2,2,0,3,4,0,5,30,1,1,1,1,3,運気,1,加護,-2,,,,,,,翼蛇竜の皮,4,セッチャクロアリ,4,ドラグライト鉱石,2,竜骨【中】,1
イーオスメイル,0,1,2,1,2,3,0,14,64,2,-1,-1,0,0,毒,2,観察眼,2,気絶,-2,,,,,イーオスの皮,2,イーオスの毒牙,5,イーオスの鱗,2,マカライト鉱石,3
イーオスレジスト,0,2,2,1,2,3,0,7,32,3,-1,-1,0,0,毒,2,観察眼,2,気絶,-2,,,,,イーオスの皮,2,イーオスの毒牙,5,イーオスの鱗,2,マカライト鉱石,3
クックメイル,0,1,2,0,1,3,0,16,66,4,-1,0,-3,0,攻撃,3,火属性攻撃,2,防御,-3,,,,,怪鳥の鱗,2,怪鳥の甲殻,3,怪鳥の翼膜,1,竜骨【小】,3
クックレジスト,0,2,2,0,1,3,0,8,33,5,-1,0,-3,0,攻撃,3,火属性攻撃,2,防御,-3,,,,,怪鳥の鱗,2,怪鳥の甲殻,3,怪鳥の翼膜,1,竜骨【小】,3
ウルクメイル,0,1,2,0,1,3,0,14,64,-3,1,0,4,0,だるま,3,回避性能,2,体力,-2,,,,,白兎獣の腹甲,2,白兎獣の毛,2,ギアノスの鱗,4,キラビートル,3
ウルクレジスト,0,2,2,0,1,3,0,7,32,-3,1,0,5,0,だるま,3,回避性能,2,体力,-2,,,,,白兎獣の腹甲,2,白兎獣の毛,2,ギアノスの鱗,4,キラビートル,3
ゲリョスメイル,0,1,2,1,1,3,0,16,66,-3,1,4,-1,0,毒,4,スタミナ,1,腹減り,-1,,,,,毒怪鳥の翼膜,1,ゴム質の皮,2,大地の結晶,1,マカライト鉱石,1
ゲリョスレジスト,0,2,2,1,1,3,0,8,33,-3,1,5,-1,0,毒,3,スタミナ,1,腹減り,-1,,,,,毒怪鳥の翼膜,1,ゴム質の皮,2,大地の結晶,1,マカライト鉱石,1
カブラメイル,0,1,2,1,1,3,0,18,68,2,-3,-1,0,1,体力,2,耐震,1,睡眠,-1,,,,,鬼蛙の鱗,2,鬼蛙の爪,1,草食竜の甲殻,3,セッチャクロアリ,2
カブラレジスト,0,2,2,1,1,3,0,9,34,3,-3,-1,0,1,体力,2,耐震,1,睡眠,-1,,,,,鬼蛙の鱗,2,鬼蛙の爪,1,草食竜の甲殻,3,セッチャクロアリ,2
ザザミメイル,0,1,2,0,1,3,0,20,70,-1,3,-3,0,1,ガード性能,3,体力,2,体術,-3,,,,,盾蟹の甲殻,3,盾蟹の小殻,2,マカライト鉱石,1,獣骨,4
ザザミレジスト,0,2,2,0,1,3,0,10,35,-1,4,-3,0,1,反動,3,体力,2,装填速度,-3,,,,,盾蟹の甲殻,3,盾蟹の小殻,2,マカライト鉱石,1,獣骨,4
ラングロメイル,0,1,2,1,3,4,0,18,68,2,-3,0,-1,1,細菌学,3,溜め短縮,1,気力回復,-2,,,,,赤甲獣の甲殻,3,赤甲獣の蛇腹甲,1,大きな骨,2,溶岩獣の鱗,4
ラングロレジスト,0,2,2,1,3,4,0,9,34,3,-3,0,-1,1,細菌学,3,溜め短縮,1,気力回復,-2,,,,,赤甲獣の甲殻,3,赤甲獣の蛇腹甲,1,大きな骨,2,溶岩獣の鱗,4
ルドロスメイル,0,1,2,1,1,3,0,18,68,-3,4,-1,0,0,気力回復,3,回避性能,-3,,,,,,,海綿質の皮,2,水獣の爪,1,水生獣の皮,3,キラビートル,2
ルドロスレジスト,0,2,2,1,1,3,0,9,34,-3,5,-1,0,0,気力回復,2,回避性能,-3,,,,,,,海綿質の皮,2,水獣の爪,1,水生獣の皮,3,キラビートル,2
ホロロメイル,0,1,2,0,2,4,0,18,68,-2,-2,1,1,0,痛撃,2,睡眠,1,,,,,,,夜鳥の翼膜,4,夜鳥の尾羽,1,鉄鉱石,5,首鳴竜の皮,4
ホロロレジスト,0,2,2,0,2,4,0,9,34,-1,-2,1,1,0,痛撃,2,睡眠,1,,,,,,,夜鳥の翼膜,4,夜鳥の尾羽,1,鉄鉱石,5,首鳴竜の皮,4
フルフルメイル,0,1,2,0,2,3,0,18,68,-4,1,4,2,1,回復量,3,回復速度,2,,,,,,,ブヨブヨした皮,2,鉄鉱石,8,イーオスの皮,2,モンスターの体液,2
フルフルレジスト,0,2,2,0,2,3,0,9,34,-4,1,5,2,1,回復量,3,回復速度,1,,,,,,,ブヨブヨした皮,2,鉄鉱石,8,イーオスの皮,2,モンスターの体液,2
レイアメイル,0,1,2,0,2,4,0,20,70,3,0,-2,0,-3,体力,2,回復量,2,回復速度,-2,,,,,雌火竜の鱗,4,雌火竜の翼膜,3,マカライト鉱石,5,キラビートル,2
レイアレジスト,0,2,2,0,2,4,0,10,35,4,0,-2,0,-3,体力,2,回復量,2,回復速度,-2,,,,,雌火竜の鱗,4,雌火竜の翼膜,3,マカライト鉱石,5,キラビートル,2
ハプルメイル,0,1,2,0,2,3,0,20,70,2,0,-1,-3,1,食いしん坊,3,食事,3,回復量,-1,,,,,潜口竜の皮,4,潜口竜の爪,1,潜口竜の甲殻,3,鮮やかな体液,4
ハプルレジスト,0,2,2,0,2,3,0,10,35,3,0,-1,-3,1,食いしん坊,3,食事,3,回復量,-1,,,,,潜口竜の皮,4,潜口竜の爪,1,潜口竜の甲殻,3,鮮やかな体液,4
ブランゴメイル,0,1,2,1,2,4,0,18,68,-4,1,0,4,0,体術,4,スタミナ,-2,,,,,,,雪獅子の髭,1,ブランゴの毛,3,ギアノスの皮,3,ランポスの大皮,1
ブランゴレジスト,0,2,2,1,2,4,0,9,34,-4,1,0,5,0,体術,4,スタミナ,-2,,,,,,,雪獅子の髭,1,ブランゴの毛,3,ギアノスの皮,3,ランポスの大皮,1
ギザミメイル,0,1,2,0,2,4,0,20,70,1,2,-1,-1,0,斬れ味,2,達人,2,雷耐性,-2,,,,,鎌蟹の甲殻,2,鎌蟹の小殻,3,大地の結晶,4,キラビートル,1
ギザミレジスト,0,2,2,0,2,4,0,10,35,2,2,-1,-1,0,弾薬節約,2,達人,2,雷耐性,-2,,,,,鎌蟹の甲殻,2,鎌蟹の小殻,3,大地の結晶,4,キラビートル,1
ガララメイル,0,1,2,1,2,4,0,20,70,1,-1,0,-3,1,聴覚保護,3,捕獲,1,加護,-2,,,,,絞蛇竜の鳴甲,2,絞蛇竜の皮,3,絞蛇竜の甲殻,3,ゲネポスの皮,3
ガララレジスト,0,2,2,1,2,4,0,10,35,1,-1,1,-3,1,聴覚保護,3,捕獲,1,加護,-2,,,,,絞蛇竜の鳴甲,2,絞蛇竜の皮,3,絞蛇竜の甲殻,3,ゲネポスの皮,3
ナルガメイル,0,1,2,1,2,4,0,18,68,-2,1,-3,1,1,達人,3,回避距離,2,龍耐性,-2,,,,,迅竜の鱗,3,迅竜の牙,4,迅竜の黒毛,3,首鳴竜の皮,6
ナルガレジスト,0,2,2,1,2,4,0,9,34,-2,1,-2,1,1,達人,3,回避距離,2,龍耐性,-2,,,,,迅竜の鱗,3,迅竜の牙,4,迅竜の黒毛,3,首鳴竜の皮,6
サージュスーツ,0,1,2,1,99,4,0,18,68,0,0,0,0,0,捕獲,3,底力,-2,,,,,,,雲羊鹿の毛玉,3,首鳴竜の皮,1,怪鳥の甲殻,2,,
サージュベスト,0,2,2,1,99,4,0,9,34,0,0,0,0,0,捕獲,2,底力,-2,,,,,,,雲羊鹿の毛玉,3,首鳴竜の皮,1,怪鳥の甲殻,2,,
ヴァイクメイル,0,1,3,2,3,5,0,20,70,0,3,-2,-1,0,水属性攻撃,2,爆弾強化,2,,,,,,,ヨロイシダイ,1,上竜骨,1,ベアライト石,3,バクレツアロワナ,5
ヴァイクレジスト,0,2,3,2,3,5,0,10,35,0,4,-2,-1,0,水属性攻撃,2,爆弾強化,1,,,,,,,ヨロイシダイ,1,上竜骨,1,ベアライト石,3,バクレツアロワナ,5
ロワーガペット,1,1,3,1,3,4,0,20,70,-2,0,3,-2,2,達人,2,気力回復,1,,,,,,,オオクワアゲハ,1,溶岩塊,1,アルビノエキス,3,不死虫,10
ロワーガペクトス,1,2,3,1,3,4,0,10,35,-2,0,3,-2,3,達人,2,気力回復,1,,,,,,,オオクワアゲハ,1,溶岩塊,1,アルビノエキス,3,不死虫,10
ファルメルペット,2,1,3,1,3,4,0,20,70,-2,0,3,-2,2,達人,2,気力回復,1,,,,,,,オオクワアゲハ,1,溶岩塊,1,アルビノエキス,3,不死虫,10
ファルメルペクトス,2,2,3,1,3,4,0,10,35,-2,0,3,-2,3,達人,2,気力回復,1,,,,,,,オオクワアゲハ,1,溶岩塊,1,アルビノエキス,3,不死虫,10
アーティアメイル,0,1,3,1,3,4,0,24,74,1,-2,-2,2,3,対防御DOWN,5,雷属性攻撃,1,,,,,,,さびた破片,1,ドラグライト鉱石,4,氷結晶,12,砥石,18
アーティアレジスト,0,2,3,1,3,4,0,12,37,3,-2,-2,2,3,対防御DOWN,5,雷属性攻撃,1,,,,,,,さびた破片,1,ドラグライト鉱石,4,氷結晶,12,砥石,18
ガルルガメイル,0,1,3,0,2,5,0,22,72,2,-1,2,0,0,剣術,3,聴覚保護,2,水耐性,-2,,,,,黒狼鳥の鱗,4,黒狼鳥の甲殻,5,黒狼鳥の翼,3,ゲネポスの大皮,2
ガルルガレジスト,0,2,3,0,2,5,0,11,36,3,-1,2,0,0,変則射撃,3,聴覚保護,2,水耐性,-2,,,,,黒狼鳥の鱗,4,黒狼鳥の甲殻,5,黒狼鳥の翼,3,ゲネポスの大皮,2
ガンキンメイル,0,1,3,0,3,5,0,26,76,3,-4,0,-1,-2,抜刀減気,4,,,,,,,,,爆鎚竜の顎,1,爆鎚竜の耐熱殻,1,爆鎚竜の甲殻,3,赤甲獣の甲殻,2
ガンキンレジスト,0,2,3,0,3,5,0,13,38,4,-4,0,-1,-2,散弾強化,4,,,,,,,,,爆鎚竜の顎,1,爆鎚竜の耐熱殻,1,爆鎚竜の甲殻,3,赤甲獣の甲殻,2
レウスメイル,0,1,3,1,3,5,0,24,74,4,0,-2,0,-4,痛撃,3,,,,,,,,,火竜の甲殻,2,火竜の鱗,4,火竜の翼膜,3,マカライト鉱石,5
レウスレジスト,0,2,3,1,3,5,0,12,37,5,0,-2,0,-4,痛撃,3,,,,,,,,,火竜の甲殻,2,火竜の鱗,4,火竜の翼膜,3,マカライト鉱石,5
ラギアメイル,0,1,3,2,3,5,0,24,74,-3,2,4,-1,-2,気力回復,2,特殊攻撃,-2,,,,,,,海竜の皮,3,海竜の背電殻,1,海竜の鱗,4,紅蓮石,2
ラギアレジスト,0,2,3,2,3,5,0,12,37,-3,2,5,-1,-2,気力回復,2,特殊攻撃,-2,,,,,,,海竜の皮,3,海竜の背電殻,1,海竜の鱗,4,紅蓮石,2
ジンオウメイル,0,1,3,0,3,6,0,22,72,0,-1,4,-4,1,属性会心,2,本気,1,氷耐性,-2,,,,,雷狼竜の帯電毛,1,雷狼竜の甲殻,2,雷狼竜の蓄電殻,2,雷光虫,10
