#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
混沌のヅァン,0,0,1,1,1,2,0,3,27,2,-2,0,0,0,特殊攻撃,4,,,,,,,,,混沌茸,1,マヒダケ,4,毒テングダケ,4,不死虫,3
ジャギィヘルム,0,0,1,0,1,2,0,6,54,-2,0,0,0,0,攻撃,3,火属性攻撃,1,防御,-2,,,,,ジャギィの鱗,3,ジャギィの皮,3,鳥竜種の牙,5,円盤石,2
ジャギィキャップ,0,0,1,0,1,2,0,3,27,-2,0,0,0,0,攻撃,3,火属性攻撃,2,防御,-2,,,,,ジャギィの鱗,3,ジャギィの皮,3,鳥竜種の牙,5,円盤石,2
マッカォヘルム,0,0,1,1,1,2,0,8,56,-2,0,0,0,0,跳躍,3,,,,,,,,,跳狗竜の鱗,3,王者の冠羽,1,大地の結晶,2,,
マッカォキャップ,0,0,1,1,1,2,0,4,28,-2,1,1,1,1,跳躍,4,,,,,,,,,跳狗竜の鱗,3,王者の冠羽,1,大地の結晶,2,,
ランポスヘルム,0,0,1,1,1,2,0,8,56,0,0,0,-2,0,気絶,3,麻痺,-3,,,,,,,ランポスの大皮,3,ランポスの大爪,1,ランポスの鱗,2,セッチャクロアリ,2
ランポスキャップ,0,0,1,1,1,2,0,4,28,0,1,1,-2,0,気絶,4,麻痺,-3,,,,,,,ランポスの大皮,3,ランポスの大爪,1,ランポスの鱗,2,セッチャクロアリ,2
ギアノスヘルム,0,0,1,0,1,2,0,8,56,0,0,-1,2,0,だるま,3,氷属性攻撃,3,睡眠,-3,,,,,ギアノスの鱗,2,ギアノスの皮,2,鉄鉱石,3,ガウシカの角,1
ギアノスキャップ,0,0,1,0,1,2,0,4,28,0,0,-1,3,0,だるま,4,氷属性攻撃,3,睡眠,-3,,,,,ギアノスの鱗,2,ギアノスの皮,2,鉄鉱石,3,ガウシカの角,1
ゲネポスヘルム,0,0,1,2,1,2,0,10,58,0,0,1,-2,0,麻痺,2,毒,-2,,,,,,,ゲネポスの大皮,2,ゲネポスの大牙,2,鉄鉱石,4,竜骨【小】,2
ゲネポスキャップ,0,0,1,2,1,2,0,5,29,1,0,2,-2,0,麻痺,3,毒,-2,,,,,,,ゲネポスの大皮,2,ゲネポスの大牙,2,鉄鉱石,4,竜骨【小】,2
ランゴヘルム,0,0,1,2,2,3,0,10,58,-2,1,1,1,2,特殊攻撃,1,属性攻撃,-2,,,,,,,ランゴスタの羽,3,鉄鉱石,4,セッチャクロアリ,2,,
ランゴキャップ,0,0,1,2,2,3,0,5,29,-2,2,2,2,3,特殊攻撃,2,属性攻撃,-2,,,,,,,ランゴスタの羽,3,鉄鉱石,4,セッチャクロアリ,2,,
タロスヘルム,0,0,1,1,1,3,0,10,58,-1,-1,-1,-1,4,龍属性攻撃,3,,,,,,,,,カンタロスの頭,1,カンタロスの甲殻,4,セッチャクロアリ,3,モンスターの体液,1
タロスキャップ,0,0,1,1,1,3,0,5,29,-1,-1,-1,-1,6,龍属性攻撃,4,,,,,,,,,カンタロスの頭,1,カンタロスの甲殻,4,セッチャクロアリ,3,モンスターの体液,1
ブナハハット,0,0,1,1,1,2,0,10,58,-2,0,0,0,2,斬れ味,1,火耐性,-2,,,,,,,飛甲虫の甲殻,2,飛甲虫の羽,3,キラビートル,1,セッチャクロアリ,2
ブナハキャップ,0,0,1,1,1,2,0,5,29,-2,1,1,1,3,弾薬節約,1,火耐性,-2,,,,,,,飛甲虫の甲殻,2,飛甲虫の羽,3,キラビートル,1,セッチャクロアリ,2
クンチュウヘルム,0,0,1,2,1,3,0,12,60,0,1,1,1,1,ガード性能,2,体術,-2,,,,,,,盾虫の甲殻,4,とがった牙,5,マカライト鉱石,1,セッチャクロアリ,1
クンチュウキャップ,0,0,1,2,1,3,0,6,30,0,2,2,2,2,精密射撃,2,体術,-2,,,,,,,盾虫の甲殻,4,とがった牙,5,マカライト鉱石,1,セッチャクロアリ,1
モスフェイク,0,0,1,1,1,2,0,5,29,0,0,0,0,0,食いしん坊,6,,,,,,,,,モスの苔皮,1,ファンゴの毛皮,3,セッチャクロアリ,2,,
リノプロヘルム,0,0,1,0,1,2,0,12,60,2,0,0,-2,0,砲術,5,,,,,,,,,草食竜の頭殻,1,草食竜の甲殻,2,氷結晶,2,,
リノプロキャップ,0,0,1,0,1,2,0,6,30,3,0,0,-2,0,砲術,6,,,,,,,,,草食竜の頭殻,1,草食竜の甲殻,2,氷結晶,2,,
ファンゴヘルム,0,0,1,1,1,2,0,12,60,0,2,-2,1,0,底力,3,攻撃,2,加護,-3,,,,,大猪の牙,2,ファンゴの毛皮,4,鉄鉱石,5,,
ファンゴキャップ,0,0,1,1,1,2,0,6,30,0,3,-2,1,0,攻撃,3,底力,3,加護,-3,,,,,大猪の牙,2,ファンゴの毛皮,4,鉄鉱石,5,,
ブルファンゴフェイク,0,0,1,0,1,2,0,8,32,0,4,-2,0,0,底力,7,加護,-3,,,,,,,ファンゴの頭,1,大猪の皮,3,大猪の牙,6,竜骨【中】,2
アシラヘルム,0,0,1,2,2,2,0,14,62,-2,0,-2,0,0,ハチミツ,3,,,,,,,,,青熊獣の甲殻,2,青熊獣の毛,2,大きな骨,2,セッチャクロアリ,3
アシラキャップ,0,0,1,2,2,2,0,7,31,-2,0,-2,0,0,ハチミツ,4,,,,,,,,,青熊獣の甲殻,2,青熊獣の毛,2,大きな骨,2,セッチャクロアリ,3
ガレオスヘルム,0,0,1,1,1,2,0,14,62,2,0,0,-3,0,耐暑,2,水属性攻撃,2,耐寒,-2,,,,,砂竜のヒレ,2,砂竜の鱗,2,砂竜の牙,2,マカライト鉱石,2
ガレオスキャップ,0,0,1,1,1,2,0,7,31,2,0,0,-3,0,水属性攻撃,3,耐暑,2,耐寒,-2,,,,,砂竜のヒレ,2,砂竜の鱗,2,砂竜の牙,2,マカライト鉱石,2
ブレイブヘッド,0,0,2,2,99,4,0,8,33,0,0,0,0,0,火属性攻撃,3,,,,,,,,,ベルナチケット,1,ドラグライト鉱石,2,暖かい毛皮,1,ランポスの鱗,2
アロイヘルム,0,0,2,0,2,3,0,12,62,-1,0,-1,-1,0,研ぎ師,3,風圧,2,,,,,,,ベアライト石,2,マカライト鉱石,3,鉄鉱石,3,,
アロイキャップ,0,0,2,0,2,3,0,6,31,-1,0,-1,-1,0,装填速度,3,風圧,2,,,,,,,ベアライト石,2,マカライト鉱石,3,鉄鉱石,3,,
バトルヘルム,0,0,2,1,3,4,0,12,62,1,-1,-1,0,0,攻撃,2,,,,,,,,,縞模様の皮,2,鉄鉱石,5,盾虫の甲殻,4,大地の結晶,2
バトルキャップ,0,0,2,1,3,4,0,6,31,2,-1,-1,0,0,攻撃,3,,,,,,,,,縞模様の皮,2,鉄鉱石,5,盾虫の甲殻,4,大地の結晶,2
インゴットヘルム,0,0,2,1,3,4,0,14,64,-1,-1,1,0,0,氷属性攻撃,3,,,,,,,,,ドラグライト鉱石,2,ライトクリスタル,1,大地の結晶,5,ベアライト石,3
インゴットキャップ,0,0,2,1,3,4,0,7,32,-1,-1,2,0,0,氷属性攻撃,4,,,,,,,,,ドラグライト鉱石,2,ライトクリスタル,1,大地の結晶,5,ベアライト石,3
ハイメタヘルム,0,0,2,1,3,4,0,14,64,0,-1,2,-1,0,聴覚保護,3,加護,-3,,,,,,,ドラグライト鉱石,2,マカライト鉱石,3,ライトクリスタル,1,大地の結晶,2
ハイメタキャップ,0,0,2,0,3,4,0,7,32,0,-1,3,-1,0,聴覚保護,4,加護,-3,,,,,,,ドラグライト鉱石,2,マカライト鉱石,3,ライトクリスタル,1,大地の結晶,2
メルホアフロール,0,0,2,1,1,3,0,12,62,0,1,1,0,0,採取,2,,,,,,,,,ドスビスカス,1,ライトクリスタル,1,キラビートル,1,霜ふり草,3
メルホアブルーメ,0,0,2,1,1,3,0,6,31,0,1,1,0,0,採取,3,,,,,,,,,ドスビスカス,1,ライトクリスタル,1,キラビートル,1,霜ふり草,3
マカルパフード,0,0,2,1,1,2,0,14,64,1,2,-2,0,0,調合成功率,3,効果持続,1,,,,,,,春夜鯉,1,砂竜のヒレ,3,ハリマグロ,20,調合書①入門編,1
マカルパブランシ,0,0,2,1,1,2,0,7,32,1,3,-2,0,0,調合成功率,4,効果持続,1,,,,,,,春夜鯉,1,砂竜のヒレ,3,ハリマグロ,20,調合書①入門編,1
ビストロトック,0,0,2,1,2,3,0,12,62,3,1,0,2,0,食事,2,回復量,-1,,,,,,,ビストロチケット,1,ブヨブヨした皮,5,こんがり魚,10,,
ビストロキャップ,0,0,2,1,2,3,0,6,31,4,1,0,3,0,食事,3,回復量,-1,,,,,,,ビストロチケット,1,ブヨブヨした皮,5,こんがり魚,10,,
オウビートテスタ,1,0,2,1,2,4,0,18,68,2,-2,2,-2,3,攻撃,3,体術,2,スタミナ,-1,,,,,オオツノアゲハ,1,ベアライト石,1,雷光虫,4,火炎袋,2
オウビートカプト,1,0,2,1,2,4,0,9,34,3,-2,2,-2,4,攻撃,3,体術,3,スタミナ,-1,,,,,オオツノアゲハ,1,ベアライト石,1,雷光虫,4,火炎袋,2
パピメルテスタ,2,0,2,1,2,4,0,18,68,2,-2,2,-2,3,攻撃,3,体術,2,スタミナ,-1,,,,,オオツノアゲハ,1,ベアライト石,1,雷光虫,4,火炎袋,2
パピメルカプト,2,0,2,1,2,4,0,9,34,3,-2,2,-2,4,攻撃,3,体術,3,スタミナ,-1,,,,,オオツノアゲハ,1,ベアライト石,1,雷光虫,4,火炎袋,2
デスギアゲヒル,0,0,2,0,2,3,0,16,66,2,1,1,-1,0,狂撃耐性,2,龍属性攻撃,2,回避性能,-2,,,,,禍々しい布,1,イーオスの紫鱗,2,とがった牙,4,セッチャクロアリ,2
デスギアゼレ,0,0,2,0,2,3,0,8,33,3,1,1,-1,0,狂撃耐性,3,龍属性攻撃,2,回避性能,-2,,,,,禍々しい布,1,イーオスの紫鱗,2,とがった牙,4,セッチャクロアリ,2
どんぐりヘルム,0,0,2,1,2,3,0,16,66,2,2,0,-2,0,采配,4,,,,,,,,,オトモチケット,1,ベアライト石,4,はじけクルミ,5,マタタビ,5
どんぐりキャップ,0,0,2,1,2,3,0,8,33,3,3,0,-2,0,采配,5,,,,,,,,,オトモチケット,1,ベアライト石,4,はじけクルミ,5,マタタビ,5
マギュルフロール,1,0,2,0,2,3,0,14,64,-3,1,0,2,0,火属性攻撃,4,,,,,,,,,ペピポパンプキン,1,ライトクリスタル,2,怪力の種,4,マタタビ,10
マギュルブルーメ,1,0,2,0,2,3,0,7,32,-3,2,0,3,0,火属性攻撃,5,,,,,,,,,ペピポパンプキン,1,ライトクリスタル,2,怪力の種,4,マタタビ,10
エーデルフロール,0,0,2,2,1,3,0,14,64,-1,3,-1,0,0,野草知識,3,,,,,,,,,星見の花,1,水袋,1,黒真珠,3,ユクモの木,1
エーデルブルーメ,0,0,2,2,1,3,0,7,32,-1,4,-1,0,0,野草知識,4,,,,,,,,,星見の花,1,水袋,1,黒真珠,3,ユクモの木,1
スカルダテスタ,1,0,2,1,1,2,0,18,68,3,-1,-1,-1,3,達人,2,特殊会心,1,攻撃,-1,,,,,毒クモリ,1,飛甲虫の羽,3,麻痺袋,2,セッチャクロアリ,5
スカルダカプト,1,0,2,1,1,2,0,9,34,4,-1,-1,-1,3,達人,2,特殊会心,2,攻撃,-1,,,,,毒クモリ,1,飛甲虫の羽,3,麻痺袋,2,セッチャクロアリ,5
スパイオテスタ,2,0,2,1,1,2,0,18,68,3,-1,-1,-1,3,達人,2,特殊会心,1,攻撃,-1,,,,,毒クモリ,1,飛甲虫の羽,3,麻痺袋,2,セッチャクロアリ,5
スパイオカプト,2,0,2,1,1,2,0,9,34,4,-1,-1,-1,3,達人,2,特殊会心,2,攻撃,-1,,,,,毒クモリ,1,飛甲虫の羽,3,麻痺袋,2,セッチャクロアリ,5
リモスフェイク,0,0,2,0,1,2,0,8,33,-2,2,-2,-2,0,千里眼,7,,,,,,,,,首鳴竜の皮,5,竜骨【大】,2,跳狗竜の赤皮,3,,
ガーグァフェイク,0,0,2,0,1,2,0,8,33,-3,-2,-2,1,0,観察眼,7,,,,,,,,,丸鳥の羽,4,ユクモの木,3,ライトクリスタル,1,,
ムーファヘッド,0,0,2,1,1,3,0,14,64,-1,0,2,3,0,耐寒,3,,,,,,,,,雲羊鹿の角,1,雲羊鹿の毛玉,2,鉄鉱石,1,,
ムーファウィッグ,0,0,2,1,1,3,0,7,32,-1,0,3,4,0,耐寒,4,,,,,,,,,雲羊鹿の角,1,雲羊鹿の毛玉,2,鉄鉱石,1,,
アイルーフェイク,0,0,2,0,3,4,0,8,33,2,2,2,0,2,爆弾強化,7,,,,,,,,,オトモチケット,1,ドスヘラクレス,2,肉球のスタンプ,1,なぞの頭骨,3
ランポスヘッド,0,0,2,0,3,4,0,10,60,1,2,1,1,1,運気,2,加護,-2,,,,,,,ドスランポスの頭,1,ドラグライト鉱石,2,ランポスの大皮,3,とがった牙,5
ランポスフェイス,0,0,2,0,3,4,0,5,30,1,3,1,1,1,運気,3,加護,-2,,,,,,,ドスランポスの頭,1,ドラグライト鉱石,2,ランポスの大皮,3,とがった牙,5
ゲネポスヘッド,0,0,2,0,3,4,0,10,60,1,1,2,1,1,運気,2,加護,-2,,,,,,,ドスゲネポスの頭,1,ドスヘラクレス,2,ゲネポスの大皮,3,竜の牙,4
ゲネポスフェイス,0,0,2,0,3,4,0,5,30,1,1,3,1,1,運気,3,加護,-2,,,,,,,ドスゲネポスの頭,1,ドスヘラクレス,2,ゲネポスの大皮,3,竜の牙,4
イーオスヘッド,0,0,2,0,3,4,0,10,60,2,1,1,1,1,運気,2,加護,-2,,,,,,,ドスイーオスの頭,1,溶岩獣の鱗,2,イーオスの大皮,3,ブヨブヨした皮,1
イーオスフェイス,0,0,2,0,3,4,0,5,30,3,1,1,1,1,運気,3,加護,-2,,,,,,,ドスイーオスの頭,1,溶岩獣の鱗,2,イーオスの大皮,3,ブヨブヨした皮,1
ガブラスヘッド,0,0,2,0,3,4,0,10,60,1,1,1,1,2,運気,2,加護,-2,,,,,,,翼蛇竜の頭,1,モンスターの体液,2,ライトクリスタル,2,鳥竜種の牙,3
ガブラスフェイス,0,0,2,0,3,4,0,5,30,1,1,1,1,3,運気,3,加護,-2,,,,,,,翼蛇竜の頭,1,モンスターの体液,2,ライトクリスタル,2,鳥竜種の牙,3
イーオスヘルム,0,0,2,2,2,3,0,14,64,2,-1,-1,0,0,観察眼,2,,,,,,,,,イーオスの大皮,3,イーオスの皮,2,イーオスの鱗,4,鉄鉱石,2
イーオスキャップ,0,0,2,2,2,3,0,7,32,3,-1,-1,0,0,観察眼,3,,,,,,,,,イーオスの大皮,3,イーオスの皮,2,イーオスの鱗,4,鉄鉱石,2
クックヘルム,0,0,2,0,1,3,0,16,66,4,-1,0,-3,0,攻撃,3,火属性攻撃,2,防御,-3,,,,,怪鳥の耳,2,怪鳥の甲殻,2,怪鳥の翼膜,1,マッカォの鱗,2
クックキャップ,0,0,2,0,1,3,0,8,33,5,-1,0,-3,0,攻撃,3,火属性攻撃,3,防御,-3,,,,,怪鳥の耳,2,怪鳥の甲殻,2,怪鳥の翼膜,1,マッカォの鱗,2
ウルクヘルム,0,0,2,1,1,3,0,14,64,-3,1,0,4,0,だるま,3,回避性能,1,体力,-1,,,,,白兎獣の耳,2,大きな骨,2,ギアノスの皮,4,氷結晶,5
ウルクキャップ,0,0,2,1,1,3,0,7,32,-3,1,0,5,0,だるま,4,回避性能,1,体力,-1,,,,,白兎獣の耳,2,大きな骨,2,ギアノスの皮,4,氷結晶,5
ゲリョスヘルム,0,0,2,0,1,3,0,16,66,-3,1,4,-1,0,毒,2,スタミナ,2,腹減り,-2,,,,,ゴム質の皮,2,毒袋,2,大地の結晶,2,ゲネポスの皮,2
ゲリョスキャップ,0,0,2,0,1,3,0,8,33,-3,1,5,-1,0,毒,3,スタミナ,2,腹減り,-2,,,,,ゴム質の皮,2,毒袋,2,大地の結晶,2,ゲネポスの皮,2
カブラヘルム,0,0,2,0,1,3,0,18,68,2,-3,-1,0,1,体力,3,耐震,2,睡眠,-3,,,,,鬼蛙の大牙,2,厳めしい頭骨,1,鬼蛙の甲殻,2,マカライト鉱石,2
カブラキャップ,0,0,2,0,1,3,0,9,34,3,-3,-1,0,1,耐震,3,体力,3,睡眠,-3,,,,,鬼蛙の大牙,2,厳めしい頭骨,1,鬼蛙の甲殻,2,マカライト鉱石,2
ザザミヘルム,0,0,2,0,1,3,0,20,70,-1,3,-3,0,1,防御,3,ガード性能,2,体術,-2,,,,,盾蟹の爪,1,盾蟹の甲殻,2,マカライト鉱石,2,竜骨【小】,5
ザザミキャップ,0,0,2,0,1,3,0,10,35,-1,4,-3,0,1,防御,3,反動,2,装填速度,-2,,,,,盾蟹の爪,1,盾蟹の甲殻,2,マカライト鉱石,2,竜骨【小】,5
ラングロヘルム,0,0,2,0,3,4,0,18,68,2,-3,0,-1,1,溜め短縮,4,細菌学,1,気力回復,-2,,,,,赤甲獣の爪,2,赤甲獣の甲殻,2,モンスターの体液,2,ドラグライト鉱石,4
ラングロキャップ,0,0,2,0,3,4,0,9,34,3,-3,0,-1,1,溜め短縮,4,細菌学,2,気力回復,-2,,,,,赤甲獣の爪,2,赤甲獣の甲殻,2,モンスターの体液,2,ドラグライト鉱石,4
ルドロスヘルム,0,0,2,1,1,3,0,18,68,-3,4,-1,0,0,腹減り,3,気力回復,1,回避性能,-2,,,,,水獣のトサカ,2,水獣の尻尾,1,水獣の鱗,2,セッチャクロアリ,3
ルドロスキャップ,0,0,2,1,1,3,0,9,34,-3,5,-1,0,0,腹減り,3,気力回復,2,回避性能,-2,,,,,水獣のトサカ,2,水獣の尻尾,1,水獣の鱗,2,セッチャクロアリ,3
ホロロヘルム,0,0,2,0,2,4,0,18,68,-2,-2,1,1,0,睡眠,4,痛撃,2,,,,,,,夜鳥の羽鱗,4,夜鳥の耳,1,ライトクリスタル,2,王者の冠羽,1
ホロロキャップ,0,0,2,0,2,4,0,9,34,-1,-2,1,1,0,睡眠,4,痛撃,3,,,,,,,夜鳥の羽鱗,4,夜鳥の耳,1,ライトクリスタル,2,王者の冠羽,1
フルフルヘルム,0,0,2,0,2,3,0,18,68,-4,1,4,2,1,回復速度,3,,,,,,,,,ブヨブヨした皮,2,電気袋,1,大地の結晶,4,モンスターの体液,2
フルフルキャップ,0,0,2,0,2,3,0,9,34,-4,1,5,2,1,回復速度,4,,,,,,,,,ブヨブヨした皮,2,電気袋,1,大地の結晶,4,モンスターの体液,2
レイアヘルム,0,0,2,1,3,4,0,20,70,3,0,-2,0,-3,体力,2,回復量,1,回復速度,-1,,,,,雌火竜の棘,1,雌火竜の鱗,4,雌火竜の甲殻,3,ドラグライト鉱石,3
レイアキャップ,0,0,2,1,3,4,0,10,35,4,0,-2,0,-3,体力,2,回復量,2,回復速度,-1,,,,,雌火竜の棘,1,雌火竜の鱗,4,雌火竜の甲殻,3,ドラグライト鉱石,3
ハプルヘルム,0,0,2,0,2,3,0,20,70,2,0,-1,-3,1,食事,4,回復量,-2,,,,,,,潜口竜の頭殻,1,潜口竜の甲殻,2,竜骨【中】,5,跳狗竜の赤皮,2
ハプルキャップ,0,0,2,1,2,3,0,10,35,3,0,-1,-3,1,食事,4,回復量,-2,,,,,,,潜口竜の頭殻,1,潜口竜の甲殻,2,竜骨【中】,5,跳狗竜の赤皮,2
ブランゴヘルム,0,0,2,0,2,4,0,18,68,-4,1,0,4,0,氷属性攻撃,3,体術,2,スタミナ,-2,,,,,雪獅子の髭,1,雪獅子の毛,3,竜骨【大】,1,ランポスの大皮,1
ブランゴキャップ,0,0,2,0,2,4,0,9,34,-4,1,0,5,0,氷属性攻撃,3,体術,3,スタミナ,-2,,,,,雪獅子の髭,1,雪獅子の毛,3,竜骨【大】,1,ランポスの大皮,1
ギザミヘルム,0,0,2,1,2,4,0,20,70,1,2,-1,-1,0,達人,5,斬れ味,1,雷耐性,-2,,,,,鎌蟹の爪,2,鎌蟹の甲殻,2,鎌蟹の小殻,3,キラビートル,1
ギザミキャップ,0,0,2,1,2,4,0,10,35,2,2,-1,-1,0,達人,5,弾薬節約,1,雷耐性,-2,,,,,鎌蟹の爪,2,鎌蟹の甲殻,2,鎌蟹の小殻,3,キラビートル,1
ガララヘルム,0,0,2,1,2,4,0,20,70,1,-1,0,-3,1,聴覚保護,4,捕獲,1,加護,-2,,,,,絞蛇竜の鳴甲,3,絞蛇竜の甲殻,4,寒気立つクチバシ,1,ゲネポスの鱗,4
ガララキャップ,0,0,2,1,2,4,0,10,35,1,-1,1,-3,1,聴覚保護,4,捕獲,2,加護,-2,,,,,絞蛇竜の鳴甲,3,絞蛇竜の甲殻,4,寒気立つクチバシ,1,ゲネポスの鱗,4
ナルガヘルム,0,0,2,1,2,4,0,18,68,-2,1,-3,1,1,回避距離,3,達人,2,龍耐性,-2,,,,,迅竜の尾棘,2,迅竜の黒毛,3,迅竜の刃翼,2,青熊獣の甲殻,4
ナルガキャップ,0,0,2,1,2,4,0,9,34,-2,1,-2,1,1,達人,3,回避距離,3,龍耐性,-2,,,,,迅竜の尾棘,2,迅竜の黒毛,3,迅竜の刃翼,2,青熊獣の甲殻,4
サージュフート,0,0,2,0,99,3,0,18,68,0,0,0,0,0,細菌学,3,捕獲,2,底力,-2,,,,,雲羊鹿の毛玉,3,首鳴竜の皮,1,潜口竜の皮,2,,
サージュキャップ,0,0,2,0,99,3,0,9,34,0,0,0,0,0,細菌学,3,捕獲,3,底力,-2,,,,,雲羊鹿の毛玉,3,首鳴竜の皮,1,潜口竜の皮,2,,
ヴァイクヘルム,0,0,3,2,3,5,0,20,70,0,3,-2,-1,0,水属性攻撃,2,爆弾強化,2,,,,,,,ヨロイシダイ,1,上竜骨,1,マカライト鉱石,2,ハレツアロワナ,10
ヴァイクキャップ,0,0,3,2,3,5,0,10,35,0,4,-2,-1,0,爆弾強化,3,水属性攻撃,2,,,,,,,ヨロイシダイ,1,上竜骨,1,マカライト鉱石,2,ハレツアロワナ,10
スカルヘッド,0,1,3,0,3,5,0,14,64,-3,-3,-3,-3,2,胴系統倍加,1,,,,,,,,,上竜骨,3,なぞの頭骨,5,なぞの骨,10,紅蓮石,3
スカルフェイス,0,2,3,0,3,5,0,7,32,-3,-3,-3,-3,4,胴系統倍加,1,,,,,,,,,上竜骨,3,なぞの頭骨,5,なぞの骨,10,紅蓮石,3
ロワーガテスタ,1,0,3,1,3,4,0,20,70,-2,0,3,-2,2,達人,5,,,,,,,,,オオクワアゲハ,1,溶岩塊,1,雷光虫,3,光蟲,10
ロワーガカプト,1,0,3,1,3,4,0,10,35,-2,0,3,-2,3,達人,6,,,,,,,,,オオクワアゲハ,1,溶岩塊,1,雷光虫,3,光蟲,10
ファルメルテスタ,2,0,3,1,3,4,0,20,70,-2,0,3,-2,2,達人,5,,,,,,,,,オオクワアゲハ,1,溶岩塊,1,雷光虫,3,光蟲,10
ファルメルカプト,2,0,3,1,3,4,0,10,35,-2,0,3,-2,3,達人,6,,,,,,,,,オオクワアゲハ,1,溶岩塊,1,雷光虫,3,光蟲,10
ガルルガヘルム,0,0,3,0,2,5,0,22,72,2,-1,2,0,0,聴覚保護,2,剣術,2,水耐性,-2,,,,,黒狼鳥の耳,2,尖ったクチバシ,2,黒狼鳥の甲殻,3,黒狼鳥のたてがみ,2
ガルルガキャップ,0,0,3,0,2,5,0,11,36,3,-1,2,0,0,聴覚保護,2,変則射撃,2,水耐性,-2,,,,,黒狼鳥の耳,2,尖ったクチバシ,2,黒狼鳥の甲殻,3,黒狼鳥のたてがみ,2
ガルルガフェイク,0,0,3,0,3,5,0,13,38,3,-1,2,0,0,聴覚保護,7,加護,-5,,,,,,,尖ったクチバシ,2,黒狼鳥の耳,2,黒狼鳥のたてがみ,4,紅蓮石,1
ガンキンヘルム,0,0,3,0,3,5,0,26,76,3,-4,0,-1,-2,裂傷,5,,,,,,,,,爆鎚竜の甲殻,3,爆鎚竜の鱗,4,爆鎚竜の耐熱殻,3,ドラグライト鉱石,3
ガンキンキャップ,0,0,3,0,3,5,0,13,38,4,-4,0,-1,-2,裂傷,6,,,,,,,,,爆鎚竜の甲殻,3,爆鎚竜の鱗,4,爆鎚竜の耐熱殻,3,ドラグライト鉱石,3
レウスヘルム,0,0,3,0,3,5,0,24,74,4,0,-2,0,-4,痛撃,4,攻撃,2,防御,-2,,,,,火竜の鱗,3,火竜の甲殻,3,火竜の翼爪,1,ドラグライト鉱石,3
レウスキャップ,0,0,3,0,3,5,0,12,37,5,0,-2,0,-4,痛撃,4,攻撃,3,防御,-2,,,,,火竜の鱗,3,火竜の甲殻,3,火竜の翼爪,1,ドラグライト鉱石,3
ラギアヘルム,0,0,3,1,3,5,0,24,74,-3,2,4,-1,-2,気力回復,2,特殊攻撃,-2,,,,,,,海竜の角,2,海竜の皮,3,海竜の鱗,3,ドラグライト鉱石,4
